"","INSTNM","SCH_DEG","HCM2","MAIN","NUMBRANCH","PREDDEG","HIGHDEG","CONTROL","REGION","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY"
"6828","M State - Wadena Campus",2,0,0,4,0,0,1,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6829","South Central College-Faribault",2,0,0,2,0,0,1,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6830","Mesabi Range College",1,0,0,2,0,0,1,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6831","Northland Community and Technical College - East Grand Forks",1,0,0,2,0,0,1,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6832","Rasmussen College-Bloomington",2,0,0,21,0,0,3,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6833","Rasmussen College-Eagan",2,0,0,21,0,0,3,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6834","Rasmussen College-Mankato",2,0,0,21,0,0,3,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6835","Rasmussen College-Brooklyn Park",2,0,0,21,0,0,3,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6836","Rasmussen College-Lake Elmo/Woodbury",2,0,0,21,0,0,3,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6837","Rasmussen College-Blaine",2,0,0,21,0,0,3,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6838","Minnesota State CollegeSoutheast-Red Wing Campus",1,0,0,2,0,0,1,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6839","Copiah-Lincoln Community College Simpson County Center",2,0,0,3,0,0,1,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6840","Copiah-Lincoln Community College-Natchez Campus",2,0,0,3,0,0,1,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6841","University of Mississippi Medical Center",3,0,0,2,0,0,1,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6842","Pearl River Community College-Forrest County Center",2,0,0,2,0,0,1,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6843","Columbia College - Redstone Arsenal",3,0,0,33,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6844","Columbia College - Coast Guard Island",3,0,0,33,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6845","Columbia College - Denver",3,0,0,33,0,0,2,7,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6846","Columbia College - NAS Jacksonville",3,0,0,33,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6847","Columbia College - Orlando",3,0,0,33,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6848","Columbia College - Crystal Lake Campus",3,0,0,33,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6849","Columbia College - Kansas City",3,0,0,33,0,0,2,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6850","Columbia College - Fort Leonard Wood",3,0,0,33,0,0,2,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6851","Columbia College - Jefferson City",3,0,0,33,0,0,2,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6852","Columbia College - Lake Ozark",3,0,0,33,0,0,2,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6853","Columbia College - Saint Louis",3,0,0,33,0,0,2,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6854","Columbia College - Fort Worth",3,0,0,33,0,0,2,6,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6855","Columbia College - Salt Lake",3,0,0,33,0,0,2,7,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6856","Columbia College - Lake County",3,0,0,33,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6857","Columbia College - Naval Station Everett/Marysville",3,0,0,33,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6858","Columbia College - Freeport",3,0,0,33,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6859","Columbia College - Springfield",3,0,0,33,0,0,2,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6860","Columbia College - Rolla",3,0,0,33,0,0,2,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6861","Columbia College - Los Alamitos",3,0,0,33,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6862","Columbia College - Patrick AFB",3,0,0,33,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6863","Columbia College - Lemoore",3,0,0,33,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6864","Columbia College - San Luis Obispo",3,0,0,33,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6865","Columbia College - Fort Stewart",3,0,0,33,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6866","Columbia College - Hunter Army Airfield",3,0,0,33,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6867","Columbia College - Elgin",3,0,0,33,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6868","Columbia College - Hancock Field",3,0,0,33,0,0,2,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6869","Columbia College - Whidbey Island",3,0,0,33,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6870","Columbia College - Fort Drum",3,0,0,33,0,0,2,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6871","Columbia College -  Jacksonville",3,0,0,33,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6872","Columbia College - Fort Sill",3,0,0,33,0,0,2,6,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6873","Columbia College - San Diego",3,0,0,33,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6874","Columbia College - Mesquite",3,0,0,33,0,0,2,6,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6875","Evangel University - Assemblies of God Theological Seminary",1.92616959064327,0,0,2,0,0,2,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6876","Lindenwood University-Belleville",3,0,0,2,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6877","City College Montana State University Billings",3,0,0,2,0,0,1,7,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6878","The University of Montana - Missoula College",3,0,0,2,0,0,1,7,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6879","New Hampshire Institute for Therapeutic Arts",1,0,0,2,0,0,3,1,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6880","American Institute",1,0,0,5,0,0,3,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6881","Monmouth University -  Monmouth Park Corporate Center",3,0,0,2,0,0,2,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6882","Olympian Academy of Cosmetology - International Academy of Hair Design",1.92616959064327,0,0,2,0,0,3,6,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6883","Bard College - Holyoke Microcollege",1.92616959064327,0,0,3,0,0,2,1,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6884","Berkeley College - Westchester Campus",3,0,0,2,0,0,3,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6885","Briarcliffe College-Bohemia",3,0,0,2,0,0,3,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6886","Culinary Institute of America at Greystone",2,0,0,3,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6887","Culinary Institute of America San Antonio",2,0,0,3,0,0,2,6,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6888","Jamestown Business College -",2,0,0,2,0,0,3,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6889","Pratt Manhattan-A Division of Pratt Institute",3,0,0,2,0,0,2,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6890","Saint Elizabeth College of Nursing",2,0,0,2,0,0,2,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6891","Gaston College",2,0,0,2,0,0,1,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6892","Hebrew Union College-Jewish Institute of Religion-Cincinnati",3,0,0,3,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6893","Hebrew Union College-Jewish Institute of Religion-Los Angeles",3,0,0,3,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6894","Kettering College - Ollie Davis Medical Arts and Education Center",3,0,0,2,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6895","Mount Carmel College of Nursing - Fairfield",3,0,0,2,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6896","Los Angeles Center",3,0,0,5,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6897","Florida Center",3,0,0,5,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6898","Sacramento Center",3,0,0,5,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6899","New England Center",3,0,0,5,0,0,2,1,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6900","Winebrenner Theological Seminary -",3,0,0,2,0,0,2,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6901","University of Oklahoma - Douglass Learning Center",3,0,0,4,0,0,1,6,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6902","University of Oklahoma - Ft. Benning GA - AP",3,0,0,4,0,0,1,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6903","Western Seminary-San Jose",3,0,0,3,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6904","Western Seminary-Sacramento",3,0,0,3,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6905","The Beauty Institute",1,0,0,2,0,0,3,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6906","Bucks County Community College-Upper Bucks Campus",2,0,0,3,0,0,1,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6907","Bucks County Community College-Lower Bucks Campus",2,0,0,3,0,0,1,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6908","Harrisburg Area Community College-Lancaster",2,0,0,5,0,0,1,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6909","Harrisburg Area Community College-Gettysburg",2,0,0,5,0,0,1,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6910","Harrisburg Area Community College-Lebanon",2,0,0,5,0,0,1,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6911","Harrisburg Area Community College-York",2,0,0,5,0,0,1,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6912","New Castle School of Trades",2,0,0,3,0,0,3,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6913","New Castle School of Trades - East Liverpool Campus",1.92616959064327,0,0,3,0,0,3,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6914","Northampton County Area Community College-Monroe",2,0,0,2,0,0,1,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6915","Villanova University - Summer Music Studies Program",3,0,0,2,0,0,2,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6916","South Hills School of Business and Technology-Altoona",2,0,0,2,0,0,3,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6917","Tennessee College of Applied Technology-Jacksboro -",1,0,0,2,0,0,1,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6918","Galveston College - Charlie Thomas Family Applied Technology Center",2,0,0,2,0,0,1,6,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6919","San Jacinto College-North Campus",2,0,0,3,0,0,1,6,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6920","San Jacinto College-South Campus",2,0,0,3,0,0,1,6,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6921","Southwest School of Business and Technical Careers-South Texas",1,0,0,3,0,0,3,6,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6922","Southwest School of Business and Technical Careers-Corpus Christi",1,0,0,3,0,0,3,6,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6923","Texas A & M University Health Science Center",3,0,0,2,0,0,1,6,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6924","Broadview University - Globe University - Eau Claire",1.92616959064327,0,0,8,0,0,3,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6925","Broadview University - Globe University - Sioux Falls - Teach-Out",1.92616959064327,0,0,8,0,0,3,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6926","Broadview University - Globe University - La Crosse - Teach-Out",1.92616959064327,0,0,8,0,0,3,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6927","Broadview University - Globe University - Madison",1.92616959064327,0,0,8,0,0,3,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6928","Broadview University - Globe University - Wausau",1.92616959064327,0,0,8,0,0,3,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6929","Broadview University - Globe University - Appleton",1.92616959064327,0,0,8,0,0,3,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6930","Snow College-Richfield Campus",2,0,0,2,0,0,1,7,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6931","Strayer University-Alexandria Campus",3,0,0,73,0,0,3,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6932","Strayer University-Woodbridge Campus",3,0,0,73,0,0,3,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6933","Strayer University-Manassas Campus",3,0,0,73,0,0,3,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6934","Strayer University-Loudoun Campus",3,0,0,73,0,0,3,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6935","Strayer University-Fredericksburg Campus",3,0,0,73,0,0,3,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6936","Strayer University-Henrico Campus",3,0,0,73,0,0,3,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6937","Strayer University-Chesterfield Campus",3,0,0,73,0,0,3,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6938","Strayer University-Chesapeake Campus",3,0,0,73,0,0,3,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6939","Strayer University-Newport News Campus",3,0,0,73,0,0,3,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6940","Strayer University-Virginia Beach Campus",3,0,0,73,0,0,3,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6941","Union Presbyterian Seminary-Charlotte",3,0,0,2,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6942","Washington State University-Vancouver",3,0,0,4,0,0,1,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6943","Washington State University-Spokane",3,0,0,4,0,0,1,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6944","Washington State University-Tri Cities",3,0,0,4,0,0,1,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6945","National University College-Arecibo",1.92616959064327,0,0,6,0,0,3,9,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6946","National University College-Rio Grande",1.92616959064327,0,0,6,0,0,3,9,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6947","National University College-Ponce",1.92616959064327,0,0,6,0,0,3,9,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6948","National University College-Caguas",1.92616959064327,0,0,6,0,0,3,9,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6949","National University College - Mayaguez Campus",1.92616959064327,0,0,6,0,0,3,9,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6950","University of the Virgin Islands-Albert A. Sheen",3,0,0,2,0,0,1,9,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6951","Purdue University - Purdue Polytechnic Anderson",3,0,0,10,0,0,1,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
